Name,Age,Photo,Nationality,Overall,Growth,TeamID,PosistionID,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
R. Glatzel,24,https://cdn.sofifa.org/players/4/19/236533.png,10,68,4,291,1,39,73,71,55,68,61,48,31,34,67,49,55,52,66,41,70,62,55,82,57,49,24,68,47,62,63,20,17,25,10,11,14,13,9
C. Cortés,34,https://cdn.sofifa.org/players/4/19/178421.png,29,68,0,415,3,58,57,48,72,47,67,69,64,59,71,69,60,69,59,59,59,39,69,62,59,37,18,72,67,71,71,48,38,42,15,15,12,8,12
I. Jeraldino,22,https://cdn.sofifa.org/players/4/19/225270.png,29,68,7,535,1,38,67,71,49,52,61,51,48,40,69,67,69,57,71,63,71,81,66,68,59,36,18,73,49,70,58,32,17,17,10,11,6,9,12
N. Dicko,26,https://cdn.sofifa.org/players/4/19/205559.png,55,68,3,347,1,60,66,53,64,65,67,55,51,54,70,89,86,79,67,76,70,67,68,80,54,57,19,63,60,69,65,32,38,36,13,16,11,15,7
F. Sbuttoni,29,https://cdn.sofifa.org/players/4/19/232695.png,1,68,0,318,10,23,24,71,66,21,38,26,17,54,52,40,34,35,66,29,43,59,56,86,20,71,68,26,24,29,60,69,63,60,9,10,12,11,5
I. Conté,22,https://cdn.sofifa.org/players/4/19/236279.png,33,68,8,496,10,37,39,72,56,40,51,49,27,52,54,68,60,58,57,57,61,72,64,87,42,62,64,32,51,30,61,62,71,61,9,14,15,14,5
M. Bostwick,30,https://cdn.sofifa.org/players/4/19/173815.png,12,68,0,511,10,41,49,70,56,41,46,41,63,53,52,57,51,48,65,33,74,61,87,89,68,92,64,52,42,58,61,62,64,62,15,13,6,9,9
A. Settembrini,26,https://cdn.sofifa.org/players/4/19/240631.png,13,68,1,429,5,61,54,62,74,52,63,51,52,69,67,68,70,61,68,77,57,62,72,53,53,64,64,61,65,50,64,57,68,64,5,9,5,7,13
A. Modiba,22,https://cdn.sofifa.org/players/4/19/242935.png,84,68,8,86,3,66,53,59,69,54,74,60,48,61,71,84,80,71,48,82,59,38,66,51,59,26,42,66,68,53,71,66,69,63,8,9,9,13,7
K. Vollmann,24,https://cdn.sofifa.org/players/4/19/205048.png,10,68,3,439,6,58,58,38,69,51,70,63,60,59,66,83,81,84,62,88,70,73,77,62,64,72,50,64,63,55,63,31,46,42,10,11,10,7,15
K. Przybyłko,25,https://cdn.sofifa.org/players/4/19/208120.png,9,68,5,246,1,43,66,70,60,67,63,54,48,50,65,65,68,64,66,52,70,69,55,79,65,40,22,69,53,56,48,24,23,20,13,16,11,16,9
Mario Barco,25,https://cdn.sofifa.org/players/4/19/216568.png,4,68,5,355,1,56,69,66,61,68,62,47,55,46,67,60,68,59,59,52,76,70,37,76,62,33,20,65,55,66,55,52,28,16,6,16,7,11,15
Y. Baraye,26,https://cdn.sofifa.org/players/4/19/220152.png,19,68,1,152,3,64,68,46,67,51,75,54,56,66,67,78,88,67,55,71,59,56,69,46,52,51,37,62,62,50,66,50,59,51,7,8,8,8,15
O. Werner,33,https://cdn.sofifa.org/players/4/19/156920.png,5,68,0,399,11,13,12,11,37,14,14,12,16,37,22,43,34,34,62,34,17,66,27,85,15,22,19,12,21,15,42,23,9,19,71,63,66,66,70
R. Rotman,29,https://cdn.sofifa.org/players/4/19/223736.png,8,68,0,290,7,63,63,67,71,53,65,68,69,65,61,66,67,67,66,66,73,70,76,72,67,72,67,59,58,70,70,67,70,60,9,10,16,15,14
I. Poblete,23,https://cdn.sofifa.org/players/4/19/224504.png,29,68,8,468,4,59,65,37,69,45,71,56,71,62,70,71,71,78,53,78,59,66,74,67,57,44,31,64,69,52,68,38,34,37,12,14,15,6,16
Javi Jiménez,22,https://cdn.sofifa.org/players/4/19/228600.png,4,68,10,380,6,64,32,57,66,29,70,63,44,63,72,91,87,86,60,72,30,61,76,70,33,73,62,69,59,37,70,61,66,62,12,7,10,16,12
L. Gassama,28,https://cdn.sofifa.org/players/4/19/189944.png,19,68,0,164,9,65,35,58,66,32,62,54,43,60,64,73,78,76,69,68,47,66,77,71,36,79,66,48,52,59,60,65,68,63,15,6,7,13,6
S. Şahin-Radlinger,25,https://cdn.sofifa.org/players/4/19/193272.png,27,68,4,394,11,12,15,12,24,8,10,19,16,25,23,42,37,36,64,42,20,55,29,59,12,16,12,13,45,16,51,13,13,20,70,62,59,68,71
A. Miljković,28,https://cdn.sofifa.org/players/4/19/216313.png,25,68,0,559,10,63,44,64,58,44,67,46,36,56,62,70,75,64,65,62,61,72,75,73,48,67,66,51,55,40,57,61,71,71,8,15,10,7,12
M. Richards,30,https://cdn.sofifa.org/players/4/19/169721.png,12,68,0,223,10,65,40,64,61,43,59,45,32,56,60,64,68,53,50,65,60,77,32,87,39,80,63,52,51,53,61,58,68,68,7,16,15,16,8
A. Kačaniklić,26,https://cdn.sofifa.org/players/4/19/198394.png,30,68,0,120,6,65,59,61,70,63,69,68,65,68,67,69,68,72,69,72,66,36,44,57,59,43,36,72,72,59,72,36,38,32,16,7,12,8,15
N. Marsman,27,https://cdn.sofifa.org/players/4/19/200698.png,22,68,2,325,11,19,13,11,50,16,11,19,20,22,23,36,41,41,63,38,11,61,30,55,11,28,12,10,58,24,50,15,17,19,70,60,70,65,73
D. Roßbach,25,https://cdn.sofifa.org/players/4/19/224250.png,10,68,2,531,9,64,31,67,69,23,63,36,40,62,66,68,70,62,67,59,52,60,72,76,35,60,69,53,48,48,60,63,68,64,14,13,8,10,7
Eduardo Henrique,23,https://cdn.sofifa.org/players/4/19/229882.png,3,68,7,455,7,64,49,58,68,42,66,41,42,60,68,74,77,60,68,60,58,71,75,64,50,64,67,63,68,46,58,71,70,63,12,11,9,12,10
R. James,18,https://cdn.sofifa.org/players/4/19/238074.png,12,68,16,427,9,64,39,58,68,42,65,60,57,68,68,76,76,65,65,62,69,62,66,74,45,68,67,57,64,42,63,65,69,65,8,12,7,13,11
J. Mabokgwane,30,https://cdn.sofifa.org/players/4/19/184058.png,84,68,0,385,11,20,10,11,22,10,10,14,18,21,24,38,34,28,59,63,32,45,30,40,10,39,22,19,38,15,50,17,15,12,68,63,70,65,75
Y. Court,28,https://cdn.sofifa.org/players/4/19/199419.png,11,68,0,441,6,65,60,26,76,32,66,70,61,65,67,72,72,74,69,78,75,71,78,63,61,46,49,53,69,46,60,27,44,43,12,16,7,13,13
O. Duarte,22,https://cdn.sofifa.org/players/4/19/229883.png,15,68,9,254,1,57,69,60,65,59,72,52,40,37,67,78,78,74,64,61,62,65,75,70,61,47,26,71,60,61,57,22,22,18,9,15,12,5,6
M. Turay,23,https://cdn.sofifa.org/players/4/19/237051.png,104,68,6,396,1,46,68,66,56,58,72,48,47,43,66,85,90,87,58,75,65,77,77,67,63,78,20,64,57,61,58,32,17,16,14,9,5,10,10
D. Capelli,32,https://cdn.sofifa.org/players/4/19/177915.png,13,68,0,521,10,45,20,65,57,18,36,31,35,57,49,33,36,34,55,55,65,83,57,89,32,65,66,29,29,46,66,70,67,66,5,11,6,5,10
Bruno Perone,30,https://cdn.sofifa.org/players/4/19/188411.png,3,68,0,350,10,32,28,73,61,19,48,63,27,70,56,49,53,36,60,60,55,65,61,84,33,69,67,52,51,51,59,62,68,60,14,8,12,12,16
A. Merkel,26,https://cdn.sofifa.org/players/4/19/200700.png,135,68,2,306,5,69,57,58,71,69,66,74,67,70,67,75,66,77,72,68,66,53,61,56,66,57,46,59,65,53,63,45,59,53,14,7,7,12,10
Ibson,34,https://cdn.sofifa.org/players/4/19/152828.png,3,68,0,212,7,43,43,49,73,49,71,70,65,69,66,67,67,65,70,70,65,66,67,62,46,75,62,51,58,69,65,60,71,68,7,6,8,7,7
J. Gamonal,28,https://cdn.sofifa.org/players/4/19/234492.png,29,68,2,497,11,14,20,17,48,12,15,25,18,45,15,35,21,55,69,47,33,79,29,71,20,45,30,11,65,25,56,11,25,25,67,63,66,65,70
K. Vacek,31,https://cdn.sofifa.org/players/4/19/176636.png,38,68,0,327,5,65,56,61,70,67,66,53,67,67,68,70,67,75,67,71,69,65,64,67,70,67,67,65,68,66,64,52,66,62,6,5,6,14,10
S. Fürstner,30,https://cdn.sofifa.org/players/4/19/177404.png,10,68,0,486,7,57,38,62,65,43,61,48,43,62,69,57,53,72,65,75,60,72,90,70,47,67,62,62,62,42,68,67,68,65,7,12,11,10,16
D. Bulthuis,28,https://cdn.sofifa.org/players/4/19/205565.png,22,68,0,328,10,50,22,74,51,24,26,40,21,53,42,36,52,31,55,31,49,71,73,91,24,83,61,26,23,30,60,65,68,62,15,7,11,14,16
M. Lais,27,https://cdn.sofifa.org/players/4/19/208637.png,10,68,2,490,7,53,58,54,68,46,65,52,39,68,72,82,82,78,69,74,47,79,80,57,55,68,65,54,64,63,63,68,63,62,8,11,8,13,12
B. Addae,25,https://cdn.sofifa.org/players/4/19/210429.png,40,68,4,518,5,64,48,58,68,67,67,60,41,64,69,78,84,77,70,77,77,89,79,83,74,75,65,55,65,47,63,64,70,73,15,10,15,7,7
C. Bedia,22,https://cdn.sofifa.org/players/4/19/225533.png,43,68,6,245,1,39,65,72,63,51,68,31,32,31,62,73,79,67,65,60,71,72,64,81,56,58,32,61,61,66,58,19,36,27,13,10,9,6,11
M. Vojvoda,23,https://cdn.sofifa.org/players/4/19/228349.png,83,68,5,399,9,72,35,55,65,47,67,62,58,67,62,69,68,66,66,67,62,65,72,67,49,67,65,62,64,35,60,64,66,68,8,12,10,10,8
S. Iljutcenko,27,https://cdn.sofifa.org/players/4/19/228861.png,44,68,0,454,1,50,69,65,57,64,63,34,27,39,62,72,75,66,64,59,68,71,78,79,61,59,38,70,50,60,67,21,44,22,10,16,11,14,9
M. Pessina,21,https://cdn.sofifa.org/players/4/19/239613.png,13,68,14,39,5,52,42,60,76,48,70,52,45,70,69,72,72,71,67,61,63,61,74,57,41,67,61,62,64,56,64,66,61,60,13,9,7,13,7
H. Calcaterra,29,https://cdn.sofifa.org/players/4/19/246013.png,67,68,0,86,6,72,42,55,74,54,69,65,59,68,72,67,65,61,66,66,68,64,75,60,60,47,53,60,64,67,67,50,55,50,14,15,9,9,8
F. Bednarek,25,https://cdn.sofifa.org/players/4/19/208894.png,9,68,3,328,11,16,18,17,24,13,14,13,16,22,25,47,40,33,64,58,23,56,45,70,13,20,22,12,30,31,55,9,16,21,66,65,64,68,70
D. Mitchell,21,https://cdn.sofifa.org/players/4/19/237310.png,12,68,13,303,9,69,60,59,67,66,72,63,65,64,65,83,85,74,58,70,68,65,76,54,68,62,61,65,66,61,63,63,66,64,13,7,12,9,12
A. Salazar,25,https://cdn.sofifa.org/players/4/19/214271.png,29,68,4,343,11,14,13,11,30,19,18,19,13,38,23,45,40,36,68,56,20,65,23,63,19,20,17,18,37,21,60,18,19,16,66,67,65,65,69
M. Pinto,34,https://cdn.sofifa.org/players/4/19/176895.png,29,68,0,526,11,23,20,12,38,13,21,16,33,45,23,55,57,58,72,58,31,71,36,68,20,27,11,13,69,34,67,11,19,21,70,63,68,62,68
D. Pudil,32,https://cdn.sofifa.org/players/4/19/181247.png,38,68,0,333,10,71,49,63,67,54,66,71,69,66,69,56,53,67,65,59,74,63,75,74,68,78,64,59,59,61,71,63,69,67,13,14,13,7,9
L. Castiglia,29,https://cdn.sofifa.org/players/4/19/189439.png,13,68,0,404,5,60,46,60,70,53,66,60,55,70,71,58,67,59,68,54,66,58,73,78,62,68,56,53,70,60,64,60,64,61,5,5,4,4,8
J. Pereyra Díaz,27,https://cdn.sofifa.org/players/4/19/214784.png,1,67,0,171,3,68,55,67,67,64,65,69,48,62,67,72,74,68,71,68,70,60,68,58,69,63,59,70,67,57,62,41,52,46,8,7,14,15,14
S. Marreh,22,https://cdn.sofifa.org/players/4/19/218880.png,88,67,7,354,7,34,22,51,66,24,43,27,40,58,62,47,49,54,59,59,50,61,72,79,29,84,64,27,60,47,55,66,70,65,14,9,12,12,9
A. Pizzorno,25,https://cdn.sofifa.org/players/4/19/239104.png,7,67,3,468,10,54,33,75,61,31,51,26,27,56,47,70,70,67,53,51,42,65,62,68,39,68,66,32,35,41,57,71,71,59,15,6,7,8,11
T. Blackett,24,https://cdn.sofifa.org/players/4/19/203265.png,12,67,3,304,9,72,24,64,67,44,65,66,65,65,63,65,71,60,58,47,56,58,69,81,56,67,67,55,59,45,59,61,69,65,15,11,15,8,14
Park Chu Young,32,https://cdn.sofifa.org/players/4/19/165889.png,31,67,0,458,1,58,66,64,66,67,66,75,74,66,66,66,66,71,65,67,71,81,52,68,66,55,34,66,69,81,68,32,34,44,8,12,7,12,6
Carbonell,20,https://cdn.sofifa.org/players/4/19/235521.png,4,67,8,393,5,59,70,57,67,49,73,59,47,67,72,66,63,72,63,77,58,56,64,57,70,48,63,59,62,49,54,59,62,55,5,5,12,12,14
J. Holland,29,https://cdn.sofifa.org/players/4/19/186881.png,66,67,0,462,5,52,55,45,64,56,61,58,46,62,63,67,67,76,61,67,70,74,83,72,67,84,65,59,63,47,63,68,64,65,9,12,14,15,15
C. Râpă,28,https://cdn.sofifa.org/players/4/19/202754.png,63,67,0,470,6,67,36,50,59,59,56,48,53,58,59,66,67,66,64,69,65,71,78,63,52,65,63,39,60,64,63,67,70,67,13,10,13,8,11
D. Fällman,28,https://cdn.sofifa.org/players/4/19/207618.png,30,67,2,450,10,29,27,64,47,31,35,22,30,49,47,51,55,45,63,54,35,51,51,79,25,79,69,23,42,35,51,67,66,62,16,15,9,14,10
M. Perez,27,https://cdn.sofifa.org/players/4/19/216834.png,11,67,1,476,7,46,48,56,70,47,64,69,73,67,66,65,76,75,63,74,59,60,71,72,52,66,64,60,68,58,61,58,65,58,7,7,8,7,13
Y. Meité,22,https://cdn.sofifa.org/players/4/19/233730.png,43,67,5,304,1,59,63,64,53,51,67,51,49,42,60,76,87,64,65,60,73,73,67,83,59,52,35,66,51,61,62,30,36,36,6,7,13,11,10
A. Dej,26,https://cdn.sofifa.org/players/4/19/238594.png,9,67,3,490,5,67,59,52,70,53,60,68,73,69,65,64,67,82,67,80,65,62,73,56,71,57,60,58,70,62,63,65,58,51,10,11,14,10,13
A. Shinnie,28,https://cdn.sofifa.org/players/4/19/189186.png,39,67,0,569,5,61,58,61,72,45,67,53,58,67,67,59,60,77,59,73,56,70,65,57,56,65,47,65,70,59,66,52,49,45,7,9,12,13,7
J. Lotiès,33,https://cdn.sofifa.org/players/4/19/137987.png,11,67,0,354,10,37,38,71,56,39,39,49,59,57,49,32,33,30,58,29,74,33,33,80,61,71,70,30,49,57,68,72,67,63,15,11,11,10,6
D. Giraldo,26,https://cdn.sofifa.org/players/4/19/214019.png,15,67,2,165,9,57,43,60,70,32,58,47,48,68,68,67,65,63,67,65,49,70,75,70,55,58,65,44,56,49,53,73,67,58,10,13,12,15,14
I. Toney,22,https://cdn.sofifa.org/players/4/19/212228.png,12,67,10,517,1,42,67,66,61,59,63,41,38,53,65,78,76,83,62,60,65,88,72,69,54,75,50,64,43,62,54,20,46,41,16,8,8,7,8
Choi Jae Hyeon,24,https://cdn.sofifa.org/players/4/19/238084.png,31,67,4,494,3,64,66,54,65,38,68,46,40,53,68,74,73,70,65,58,61,56,70,62,58,58,59,67,57,38,64,31,64,62,6,13,5,9,13
S. van der Water,21,https://cdn.sofifa.org/players/4/19/243716.png,22,67,9,306,3,58,68,50,58,56,73,67,43,52,70,84,84,79,52,63,72,46,67,58,63,55,24,63,54,67,54,28,32,35,8,9,10,14,6
J. Baxter,26,https://cdn.sofifa.org/players/4/19/188164.png,12,67,1,592,4,63,65,51,68,66,64,60,72,66,68,62,64,70,56,80,72,62,51,72,69,61,40,67,69,58,64,35,40,35,16,12,15,10,16
M. Pourié,27,https://cdn.sofifa.org/players/4/19/190724.png,10,67,0,531,1,54,64,63,62,60,63,42,46,49,65,74,77,58,67,61,72,75,82,77,50,74,35,66,57,62,62,14,12,13,7,11,11,7,12
J. Moore-Taylor,24,https://cdn.sofifa.org/players/4/19/208645.png,12,67,7,593,10,56,25,62,63,30,53,46,54,61,54,64,70,62,55,68,51,90,79,80,46,65,61,33,53,39,58,65,66,64,6,12,14,13,9
E. Zejnullahu,23,https://cdn.sofifa.org/players/4/19/212997.png,83,67,5,358,5,55,51,51,70,53,68,70,59,66,67,74,72,76,65,79,69,64,68,57,64,68,65,62,67,49,60,61,65,61,13,12,12,14,6
G. Akkan,23,https://cdn.sofifa.org/players/4/19/229637.png,52,67,9,229,11,15,15,13,29,12,15,12,18,26,5,48,48,49,63,59,19,58,35,69,14,20,25,13,34,21,54,12,15,19,66,65,60,66,69
G. Saunders,29,https://cdn.sofifa.org/players/4/19/199686.png,12,67,0,558,7,45,33,44,68,36,52,53,51,66,65,62,56,64,72,71,43,71,69,62,48,70,68,52,70,49,74,69,56,54,9,13,9,9,6
M. Bjørnbak,26,https://cdn.sofifa.org/players/4/19/207622.png,37,67,4,594,10,56,33,63,60,32,52,67,71,64,55,48,49,40,63,32,78,71,66,92,56,65,68,28,42,54,57,66,62,61,11,13,8,8,10
H. Çinemre,24,https://cdn.sofifa.org/players/4/19/224774.png,52,67,7,164,10,27,24,64,61,33,41,29,28,52,42,69,69,65,64,60,46,74,65,74,27,78,62,25,31,45,52,68,68,62,14,7,9,9,11
M. James,24,https://cdn.sofifa.org/players/4/19/227847.png,96,67,4,86,10,34,29,65,64,32,49,44,22,60,58,64,66,47,60,60,54,79,70,84,51,75,64,31,45,40,55,64,64,59,6,8,10,12,12
R. Griffiths,30,https://cdn.sofifa.org/players/4/19/169479.png,66,67,0,195,7,53,47,67,66,36,61,48,59,63,64,51,51,55,63,67,66,70,72,83,52,82,65,53,56,47,67,64,66,64,14,6,6,13,10
Deng Xiaofei,35,https://cdn.sofifa.org/players/4/19/182023.png,80,67,0,192,11,12,6,8,7,6,6,8,9,12,11,39,35,39,67,55,14,36,34,27,10,35,14,13,33,13,63,18,9,10,66,61,59,68,69
M. Zúñiga,25,https://cdn.sofifa.org/players/4/19/192007.png,47,67,4,113,1,51,67,72,59,65,62,64,44,43,65,69,69,68,67,49,64,71,57,74,55,72,31,66,58,62,58,18,17,20,12,10,6,14,6
A. Al Qarni,34,https://cdn.sofifa.org/players/4/19/210184.png,99,67,0,157,11,16,12,13,21,14,15,11,11,18,20,42,48,35,64,53,21,59,26,43,11,23,22,11,39,18,47,30,13,14,65,67,59,68,66
T. Lorch,24,https://cdn.sofifa.org/players/4/19/229128.png,84,67,2,385,3,74,69,49,69,55,64,55,54,52,63,76,73,69,62,78,60,69,58,49,50,58,53,67,59,46,59,50,38,30,14,8,6,6,9
N. Hammann,30,https://cdn.sofifa.org/players/4/19/229384.png,10,67,0,477,10,68,50,59,63,30,56,69,67,68,62,70,71,59,60,61,72,78,70,74,65,78,67,52,43,62,59,62,66,64,9,12,12,10,9
Catena,23,https://cdn.sofifa.org/players/4/19/243976.png,4,67,6,393,10,39,24,70,52,29,35,40,31,44,57,64,63,53,63,54,47,70,70,70,32,63,65,33,44,44,50,66,71,67,9,9,14,8,11
L. Marengo,26,https://cdn.sofifa.org/players/4/19/228873.png,22,67,0,394,3,65,61,23,58,56,69,61,34,44,68,84,90,84,62,82,45,74,67,52,48,56,21,62,58,50,56,36,19,22,8,10,8,10,9
L. Memela,30,https://cdn.sofifa.org/players/4/19/229129.png,84,67,0,385,3,68,70,32,70,55,68,54,46,68,70,73,71,56,60,78,65,59,52,63,67,46,31,68,50,66,65,49,51,45,9,11,10,8,8
T. Mikkelsen,31,https://cdn.sofifa.org/players/4/19/172041.png,16,67,0,345,6,64,62,39,66,63,64,59,65,58,65,80,76,79,62,75,66,61,72,63,54,38,47,67,65,43,67,45,41,44,6,8,7,8,6
M. Perrotta,24,https://cdn.sofifa.org/players/4/19/204042.png,13,67,7,446,10,40,30,60,49,24,45,22,22,38,53,52,58,53,63,63,35,67,76,76,23,72,66,35,29,24,58,67,69,67,11,7,15,9,7
E. Hyndman,22,https://cdn.sofifa.org/players/4/19/215818.png,64,67,9,430,5,65,62,52,74,59,74,62,56,70,73,67,55,89,56,86,60,45,63,30,51,46,51,64,66,55,70,57,57,54,15,12,7,7,12
Mamadu Candé,26,https://cdn.sofifa.org/players/4/19/217610.png,81,67,0,382,9,67,27,36,64,29,55,64,65,58,63,75,78,76,65,84,75,71,67,75,33,66,69,50,38,35,62,63,68,63,10,16,10,14,11
José Suárez,22,https://cdn.sofifa.org/players/4/19/224010.png,4,67,11,88,11,20,19,18,23,17,13,17,14,26,25,48,46,49,56,54,21,53,42,65,20,20,17,11,32,29,47,10,15,18,67,63,70,67,69
T. Nara,24,https://cdn.sofifa.org/players/4/19/233226.png,51,67,5,221,10,32,23,68,59,38,48,35,30,46,52,70,73,62,60,58,56,81,70,77,46,71,63,21,25,35,58,65,65,58,10,6,6,5,14
N. Eardley,29,https://cdn.sofifa.org/players/4/19/173834.png,18,67,0,511,9,70,43,59,64,49,57,67,59,64,63,61,67,74,63,75,59,74,78,63,56,59,66,49,52,61,64,70,66,64,6,9,8,7,10
W. Moke,30,https://cdn.sofifa.org/players/4/19/189962.png,42,67,0,250,10,46,27,49,64,22,49,50,36,55,45,71,74,56,63,63,59,73,85,77,21,65,66,37,54,39,49,68,74,67,12,16,11,10,9
A. Davies,25,https://cdn.sofifa.org/players/4/19/200715.png,18,67,5,534,11,12,11,16,25,13,12,16,18,13,16,40,40,39,69,40,26,46,29,47,15,31,15,8,40,23,47,18,16,13,66,65,58,63,68
C. Lade,28,https://cdn.sofifa.org/players/4/19/206603.png,64,67,0,260,9,55,36,54,65,44,60,59,48,58,60,75,70,76,60,74,49,77,80,45,31,81,67,55,50,58,50,69,67,64,14,8,6,12,9
R. Feltscher,27,https://cdn.sofifa.org/players/4/19/183819.png,50,67,0,26,9,70,32,59,65,49,63,69,49,59,61,54,60,60,66,59,70,71,76,78,67,70,70,54,62,39,62,68,67,66,10,14,12,16,7
E. Kujović,30,https://cdn.sofifa.org/players/4/19/187915.png,30,67,0,278,1,33,69,76,60,69,58,66,70,54,65,39,36,34,59,32,74,42,50,90,67,54,21,70,47,69,68,24,34,15,16,13,13,9,9
M. Chrapek,26,https://cdn.sofifa.org/players/4/19/194059.png,9,67,0,507,7,56,62,49,72,42,67,48,40,67,70,65,60,77,55,74,57,76,51,59,65,58,64,61,68,65,62,52,68,63,6,14,8,14,11
M. Kobylański,24,https://cdn.sofifa.org/players/4/19/204044.png,9,67,4,595,5,58,65,48,67,56,70,71,73,60,68,73,75,78,66,71,78,74,63,57,66,51,23,59,66,58,61,45,23,27,12,6,11,6,16
B. Hines-Ike,23,https://cdn.sofifa.org/players/4/19/231948.png,64,67,6,410,10,44,37,64,62,31,51,48,35,58,60,67,71,64,60,62,63,74,71,72,49,70,63,39,50,42,64,69,65,63,6,12,14,13,6
A. Campbell,19,https://cdn.sofifa.org/players/4/19/233484.png,39,67,10,512,5,47,46,50,67,48,58,55,47,62,63,71,72,67,58,73,58,62,79,66,45,73,67,51,56,53,63,68,68,61,13,14,8,15,7
S. Kaikai,22,https://cdn.sofifa.org/players/4/19/212493.png,12,67,6,61,6,64,62,41,62,59,75,63,70,56,71,79,79,81,56,74,65,56,54,54,64,32,32,57,63,68,56,28,23,22,15,7,14,10,15
F. Onyedinma,21,https://cdn.sofifa.org/players/4/19/221197.png,56,67,8,596,6,63,64,58,64,41,68,52,34,61,68,85,86,79,57,65,62,63,67,78,56,57,45,64,63,60,65,40,42,38,13,13,6,8,9
N. Aguerd,22,https://cdn.sofifa.org/players/4/19/244749.png,24,67,8,225,10,41,34,68,66,38,56,43,41,59,66,51,63,49,64,52,62,66,64,71,46,68,66,39,47,48,65,63,66,66,7,15,9,14,6
Wellington,30,https://cdn.sofifa.org/players/4/19/184845.png,3,67,0,18,1,47,69,72,59,62,59,52,43,34,56,58,58,56,66,34,70,59,56,90,58,74,24,65,59,62,70,31,40,24,14,9,12,9,12
F. Raičević,24,https://cdn.sofifa.org/players/4/19/216078.png,34,67,4,313,1,25,67,76,60,68,55,43,25,49,68,61,65,63,61,62,70,76,61,74,66,49,25,65,50,49,60,18,21,24,8,7,15,13,6
M. Szwoch,25,https://cdn.sofifa.org/players/4/19/224014.png,9,67,4,515,4,58,53,53,71,53,68,60,49,67,70,80,76,76,55,84,68,59,69,33,58,48,44,59,68,60,63,52,42,44,9,11,13,7,9
M. Connolly,30,https://cdn.sofifa.org/players/4/19/167694.png,12,67,0,222,9,61,44,72,64,29,55,22,25,57,64,55,57,41,62,47,63,73,64,76,48,73,68,60,57,38,69,69,71,71,6,12,9,7,6
R. Le Normand,21,https://cdn.sofifa.org/players/4/19/233486.png,11,67,12,32,10,25,19,69,64,25,22,29,25,52,56,54,52,42,56,53,40,72,54,73,22,63,62,21,31,34,52,63,71,67,9,13,14,15,10
W. Buckley,28,https://cdn.sofifa.org/players/4/19/187150.png,12,67,0,463,6,66,64,47,65,56,64,58,53,55,69,75,69,79,67,64,63,61,66,64,68,62,44,67,64,70,59,25,27,23,10,10,8,6,9
L. Vilsvik,29,https://cdn.sofifa.org/players/4/19/197391.png,37,67,0,433,9,65,56,66,65,59,62,64,66,59,64,71,80,74,62,71,71,73,84,70,58,62,63,64,63,58,66,59,64,63,13,10,10,15,8
J. Flanagan,25,https://cdn.sofifa.org/players/4/19/201999.png,12,67,4,264,9,60,40,68,65,30,62,35,26,62,65,68,65,67,63,70,33,69,64,74,31,88,66,47,50,45,68,66,74,70,7,13,15,13,15
V. Yurchenko,24,https://cdn.sofifa.org/players/4/19/223759.png,45,67,6,597,5,64,64,48,73,52,71,61,60,70,73,66,65,74,64,72,63,65,60,54,60,44,57,59,65,63,70,52,48,51,14,7,14,6,7
A. Stephens,23,https://cdn.sofifa.org/players/4/19/245263.png,111,67,3,382,1,34,70,54,69,49,72,41,37,62,71,67,71,56,68,68,65,38,68,46,64,21,19,71,61,68,59,13,14,18,5,6,14,11,12
Héctor Verdés,34,https://cdn.sofifa.org/players/4/19/183823.png,4,67,0,461,10,31,20,72,56,16,34,38,34,50,42,34,30,32,52,51,75,78,54,85,23,88,62,25,36,32,56,63,64,66,9,11,14,6,6
C. Evans,29,https://cdn.sofifa.org/players/4/19/186127.png,18,67,0,520,1,45,66,66,56,64,55,53,65,45,63,61,64,66,67,64,76,74,55,77,61,81,41,71,65,64,66,33,37,35,5,8,22,8,10
M. Koch,23,https://cdn.sofifa.org/players/4/19/204816.png,22,67,6,312,10,40,22,77,60,29,40,29,30,56,60,39,34,59,64,35,47,77,60,76,30,57,70,26,37,65,54,66,65,62,6,12,7,9,13
Guruzeta,21,https://cdn.sofifa.org/players/4/19/231184.png,4,67,11,57,1,57,72,67,68,54,67,59,38,62,68,70,67,71,61,55,67,68,54,56,60,31,20,65,64,71,53,26,17,20,12,14,11,10,5
J. Aja,25,https://cdn.sofifa.org/players/4/19/235280.png,7,67,3,326,10,29,28,69,51,38,44,36,32,41,48,68,65,58,61,54,53,70,71,79,38,76,64,34,35,58,52,63,66,63,6,8,8,10,7
Josema,22,https://cdn.sofifa.org/players/4/19/236304.png,4,67,8,522,10,28,23,65,60,34,31,37,35,28,53,59,62,35,58,58,49,77,53,69,25,55,62,31,38,48,52,64,73,74,11,7,14,7,7
Quini,28,https://cdn.sofifa.org/players/4/19/209937.png,4,67,0,242,9,69,62,58,68,43,69,70,52,56,70,73,80,77,62,79,49,58,71,62,58,59,60,61,42,58,62,54,64,67,14,13,7,14,9
